sede;facultad;programa_estudio;modalidad_estudio;curso;ciclo;grupo;creditos;horas_teoricas;horas_practicas;sumilla;unidad;titulo_unidad;ra_unitario;sesion;ra_sesion;aprendizaje_autonomo;referencias_bibliograficas;enlaces_internet
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Modelos de análisis y decisión de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 10;Diagnostica un problema contextualizado relacionado con salud pública y epidemiología en la sesión 10 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 30 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Instrumentos de trabajo académico de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 11;Planifica una evidencia de aprendizaje relacionado con salud pública y epidemiología en la sesión 11 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 31 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Métodos y herramientas esenciales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 12;Configura un escenario institucional relacionado con salud pública y epidemiología en la sesión 12 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 32 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Procesos técnicos de la disciplina de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 13;Sustenta una práctica guiada relacionado con salud pública y epidemiología en la sesión 13 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 33 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Aplicación procedimental guiada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 14;Analiza un recurso técnico relacionado con salud pública y epidemiología en la sesión 14 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 34 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Modelos de análisis y decisión de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 15;Diseña un informe breve relacionado con salud pública y epidemiología en la sesión 15 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 35 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Instrumentos de trabajo académico de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 16;Implementa una decisión profesional relacionado con salud pública y epidemiología en la sesión 16 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 36 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Métodos y herramientas esenciales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 17;Evalúa una simulación académica relacionado con salud pública y epidemiología en la sesión 17 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 37 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Procesos técnicos de la disciplina de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 18;Interpreta un caso aplicado relacionado con salud pública y epidemiología en la sesión 18 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 38 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Aplicación procedimental guiada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 19;Construye un procedimiento clave relacionado con salud pública y epidemiología en la sesión 19 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 39 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad II;Modelos de análisis y decisión de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad II aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 20;Valida un problema contextualizado relacionado con salud pública y epidemiología en la sesión 20 de la Unidad II, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 40 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Diseño y solución de casos de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 1;Compara un escenario institucional relacionado con salud pública y epidemiología en la sesión 1 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 41 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Integración práctica supervisada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 2;Documenta una práctica guiada relacionado con salud pública y epidemiología en la sesión 2 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 42 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 3;Resuelve un recurso técnico relacionado con salud pública y epidemiología en la sesión 3 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 43 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Construcción de evidencias de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 4;Clasifica un informe breve relacionado con salud pública y epidemiología en la sesión 4 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 44 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Desarrollo de productos intermedios de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 5;Prioriza una decisión profesional relacionado con salud pública y epidemiología en la sesión 5 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 45 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Diseño y solución de casos de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 6;Modela una simulación académica relacionado con salud pública y epidemiología en la sesión 6 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 46 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Integración práctica supervisada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 7;Propone un caso aplicado relacionado con salud pública y epidemiología en la sesión 7 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 47 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 8;Integra un procedimiento clave relacionado con salud pública y epidemiología en la sesión 8 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 48 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Construcción de evidencias de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 9;Calcula un problema contextualizado relacionado con salud pública y epidemiología en la sesión 9 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 49 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;A;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Desarrollo de productos intermedios de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 10;Diagnostica una evidencia de aprendizaje relacionado con salud pública y epidemiología en la sesión 10 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 50 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Diseño y solución de casos de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 11;Planifica un escenario institucional relacionado con salud pública y epidemiología en la sesión 11 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 51 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Integración práctica supervisada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 12;Configura una práctica guiada relacionado con salud pública y epidemiología en la sesión 12 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 52 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 13;Sustenta un recurso técnico relacionado con salud pública y epidemiología en la sesión 13 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 53 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Construcción de evidencias de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 14;Analiza un informe breve relacionado con salud pública y epidemiología en la sesión 14 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 54 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Desarrollo de productos intermedios de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 15;Diseña una decisión profesional relacionado con salud pública y epidemiología en la sesión 15 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 55 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Diseño y solución de casos de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 16;Implementa una simulación académica relacionado con salud pública y epidemiología en la sesión 16 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 56 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.icn.ch
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Integración práctica supervisada de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 17;Evalúa un caso aplicado relacionado con salud pública y epidemiología en la sesión 17 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 57 y registra reflexión breve sobre servicio, integridad y mejora continua.;Brunner L. Enfermería médico quirúrgica. Wolters Kluwer 2019;https://www.who.int/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 18;Interpreta un procedimiento clave relacionado con salud pública y epidemiología en la sesión 18 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 58 y registra reflexión breve sobre servicio, integridad y mejora continua.;OPS. Salud pública y atención primaria. OPS 2022;https://www.paho.org/es
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Construcción de evidencias de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 19;Construye un problema contextualizado relacionado con salud pública y epidemiología en la sesión 19 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 59 y registra reflexión breve sobre servicio, integridad y mejora continua.;Potter P. Fundamentos de enfermería. Elsevier 2021;https://www.minsa.gob.pe
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad III;Desarrollo de productos intermedios de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad III aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 20;Valida una evidencia de aprendizaje relacionado con salud pública y epidemiología en la sesión 20 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 60 y registra reflexión breve sobre servicio, integridad y mejora continua.;Guyton A. Tratado de fisiología médica. Elsevier 2021;https://www.cdc.gov
Juliaca;Facultad de Ciencias de la Salud;Enfermería;Presencial;Salud Pública y Epidemiología;VI;B;4;3;2;El curso estudia determinantes sociales, vigilancia epidemiológica, promoción de la salud y prevención de enfermedades, orientando intervenciones comunitarias con equidad y enfoque preventivo.;Unidad IV;Gestión de riesgos y calidad de Salud Pública y Epidemiología;Desarrolla competencias de la Unidad IV aplicando fundamentos de Salud Pública y Epidemiología para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 1;Compara una práctica guiada relacionado con salud pública y epidemiología en la sesión 1 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Salud Pública y Epidemiología, resuelve actividad individual 61 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kozier B. Fundamentos de enfermería. Pearson 2018;https://www.who.int/es
